ID,Name,Position,Team,League,Nation,OVR,Preferred foot,Alternative positions,Age,Height,Weight,Original Role Group,Evaluated Role,Role Source,Position Fit Score,Role Attribute Score,Player Role Suitability
74963,Ousseynou Niang,Left Midfielder,R. Union St.-G.,1A Pro League,Senegal,70,Right,['LB'],24,"168cm / 5'6""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.84,77.836
243887,Tobias Mohr,Left Midfielder,Standard Liège,1A Pro League,Germany,69,Left,"['LB', 'LW']",30,"182cm / 6'0""",82kg / 181lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.71,77.834
233018,Kim Dae Won,Left Midfielder,Gangwon FC,K League 1,Korea Republic,69,Right,"['LW', 'RM']",29,"171cm / 5'7""",65kg / 143lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.67,77.818
268330,Agustín Ojeda,Left Midfielder,New York City FC,MLS,Argentina,70,Right,"['LW', 'RM']",21,"171cm / 5'7""",62kg / 137lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.78999999999999,77.816
258456,Lautaro Giaccone,Right Midfielder,Argentinos Jrs.,LPF,Argentina,71,Left,"['LM', 'RW']",25,"172cm / 5'8""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.85,77.78999999999999
271197,Lameck Banda,Left Midfielder,Lecce,Serie A Enilive,Zambia,71,Right,['LW'],25,"162cm / 5'4""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.84,77.786
261011,Ignacio Schor,Right Midfielder,Platense,LPF,Argentina,70,Right,"['LM', 'ST', 'RW']",25,"182cm / 6'0""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.69,77.776
259825,Arón Rodríguez,Left Midfielder,IDV,Libertadores,Ecuador,69,Right,"['RM', 'LW']",26,"172cm / 5'8""",61kg / 134lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.56,77.774
260925,Lukas Petkov,Right Midfielder,SV Elversberg,Bundesliga 2,Bulgaria,70,Right,"['CAM', 'RW']",25,"183cm / 6'0""",76kg / 168lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.67999999999999,77.77199999999999
256885,Gaspar Campos,Left Midfielder,R. Sporting,LALIGA HYPERMOTION,Spain,69,Right,"['CAM', 'LW']",26,"175cm / 5'9""",73kg / 161lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.55,77.77
274726,Nazar Voloshyn,Left Midfielder,Dynamo Kyiv,Ukrayina Liha,Ukraine,70,Right,"['RM', 'CAM', 'LW']",22,"175cm / 5'9""",62kg / 137lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.59,77.736
243392,Rabbi Matondo,Left Midfielder,Rangers,Scottish Prem,Wales,69,Right,"['LW', 'ST']",25,"175cm / 5'9""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.46,77.734
236474,Mustapha Bundu,Right Midfielder,Hannover 96,Bundesliga 2,Sierra Leone,69,Right,"['ST', 'RW']",29,"189cm / 6'2""",83kg / 183lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.45,77.73
271525,Deabeas Owusu-Sekyere,Right Midfielder,Zhejiang Pro,CSL,Holland,69,Right,"['LM', 'ST', 'RW']",26,"184cm / 6'0""",77kg / 170lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.44,77.726
224915,Scott Wright,Right Midfielder,Birmingham City,EFL Championship,Scotland,69,Right,"['RW', 'LM']",28,"175cm / 5'9""",65kg / 143lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.44,77.726
251028,Kwame Poku,Right Midfielder,QPR,EFL Championship,Ghana,69,Left,"['CAM', 'RW']",24,"179cm / 5'10""",67kg / 148lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.42,77.718
260972,Taha Ali,Left Midfielder,Malmö FF,Allsvenskan,Sweden,68,Right,"['RM', 'ST', 'LW']",27,"174cm / 5'9""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,72.24,77.696
276583,Livan Burcu,Left Midfielder,Union Berlin,Bundesliga,Turkey,70,Right,"['LW', 'RW']",21,"178cm / 5'10""",68kg / 150lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.46,77.684
224483,Mathias Greve,Right Midfielder,Randers FC,3F Superliga,Denmark,70,Right,"['CM', 'LM', 'RB']",31,"186cm / 6'1""",77kg / 170lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.45,77.68
201895,Diego Fagúndez,Left Midfielder,LA Galaxy,MLS,Uruguay,70,Right,"['RM', 'CAM', 'LW']",31,"173cm / 5'8""",64kg / 141lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.45,77.68
241075,Paul Smyth,Right Midfielder,QPR,EFL Championship,Northern Ireland,68,Right,['RW'],28,"173cm / 5'8""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,72.19,77.676
256887,Taylor Booth,Right Midfielder,FC Twente,Eredivisie,United States,70,Right,"['CAM', 'RW']",24,"173cm / 5'8""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.42999999999999,77.672
226430,Sead Hakšabanović,Left Midfielder,Malmö FF,Allsvenskan,Montenegro,70,Right,['LW'],26,"173cm / 5'8""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.39,77.656
254585,Julián Palacios,Right Midfielder,Unión,LPF,Argentina,69,Right,"['CM', 'LM', 'RW']",27,"165cm / 5'5""",65kg / 143lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.26,77.654
220177,Gheorghe Grozav,Left Midfielder,FC Petrolul,SUPERLIGA,Romania,69,Right,"['ST', 'LW']",35,"182cm / 6'0""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.26,77.654
258165,Anthony Musaba,Right Midfielder,Samsunspor,Trendyol Süper Lig,Holland,70,Right,"['RW', 'LM']",25,"182cm / 6'0""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.37,77.648
266136,Peter,Right Midfielder,R. Valladolid CF,LALIGA HYPERMOTION,Dominican Republic,71,Left,"['LM', 'RW']",23,"180cm / 5'11""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.47,77.638
242489,Pejiño,Right Midfielder,UD Las Palmas,LALIGA HYPERMOTION,Spain,69,Left,"['LM', 'RW']",29,"178cm / 5'10""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.21,77.634
205970,Jed Wallace,Right Midfielder,West Brom,EFL Championship,England,70,Right,"['CAM', 'ST', 'RW']",32,"178cm / 5'10""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.31,77.624
263245,Tomasz Pieńko,Left Midfielder,Raków,PKO BP Ekstraklasa,Poland,69,Right,"['CAM', 'ST', 'LW']",22,"185cm / 6'1""",79kg / 174lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.09,77.586
227667,Isaac Mbenza,Left Midfielder,Sp. Charleroi,1A Pro League,Belgium,69,Right,"['ST', 'RM', 'LW']",30,"188cm / 6'2""",77kg / 170lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.06,77.574
276066,Dominik Marczuk,Right Midfielder,FC Cincinnati,MLS,Poland,70,Right,['RW'],22,"177cm / 5'10""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.16,77.564
223629,Saleh Al Amri,Left Midfielder,Al Khaleej,ROSHN Saudi League,Saudi Arabia,69,Right,"['ST', 'LW']",32,"176cm / 5'9""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.03,77.562
272931,Hugo Bolin,Left Midfielder,Malmö FF,Allsvenskan,Sweden,70,Right,"['ST', 'LW']",22,"179cm / 5'10""",64kg / 141lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.12,77.548
277448,Eguinaldo,Left Midfielder,Shakhtar Donetsk,Ukrayina Liha,Brazil,70,Right,"['LW', 'ST']",21,"175cm / 5'9""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.12,77.548
255361,Camilo Mena,Right Midfielder,Lechia Gdańsk,PKO BP Ekstraklasa,Colombia,68,Right,"['ST', 'RW']",23,"174cm / 5'9""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.84,77.536
214421,Fredy Hinestroza,Left Midfielder,Bucaramanga,Libertadores,Colombia,69,Left,"['LB', 'LW']",35,"175cm / 5'9""",76kg / 168lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.96,77.53399999999999
229453,Gil Dias,Right Midfielder,FC Famalicão,Liga Portugal,Portugal,70,Left,"['RW', 'RB']",29,"185cm / 6'1""",75kg / 165lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.06,77.524
253433,Femi Azeez,Left Midfielder,Millwall,EFL Championship,England,70,Left,"['RM', 'LW']",24,"181cm / 5'11""",79kg / 174lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.05,77.52
256059,Alkain,Right Midfielder,SD Eibar,LALIGA HYPERMOTION,Spain,70,Right,"['LM', 'RW']",28,"174cm / 5'9""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.03,77.512
232843,Dominik Prokop,Left Midfielder,TSV Hartberg,Ö. Bundesliga,Austria,68,Right,"['CAM', 'LW']",28,"172cm / 5'8""",68kg / 150lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.78,77.512
203725,Virgil Misidjan,Left Midfielder,N.E.C. Nijmegen,Eredivisie,Suriname,70,Right,"['ST', 'LW']",32,"173cm / 5'8""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.02,77.508
239073,Christopher Antwi-Adjei,Left Midfielder,FC Schalke 04,Bundesliga 2,Ghana,69,Right,"['RM', 'CAM', 'LW']",32,"173cm / 5'8""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.89,77.506
258536,Cedric Teguia,Right Midfielder,Moreirense FC,Liga Portugal,Spain,69,Left,"['LM', 'LW', 'RW']",24,"180cm / 5'11""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.87,77.498
250932,Jan Grzesik,Right Midfielder,Radomiak Radom,PKO BP Ekstraklasa,Poland,69,Right,['RB'],31,"178cm / 5'10""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.86,77.494
71106,Yang Min Hyeok,Right Midfielder,Portsmouth,EFL Championship,Korea Republic,70,Right,"['RW', 'LM']",19,"171cm / 5'7""",61kg / 134lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.96,77.484
224013,Sergi Canós,Left Midfielder,R. Valladolid CF,LALIGA HYPERMOTION,Spain,71,Right,"['RM', 'LW']",29,"175cm / 5'9""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.08,77.482
257396,Brandon Domingues,Left Midfielder,R. Oviedo,LALIGA EA SPORTS,France,70,Right,"['RM', 'CAM', 'LW']",25,"172cm / 5'8""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.94,77.476
236459,Marcin Wasielewski,Right Midfielder,GKS Katowice,PKO BP Ekstraklasa,Poland,68,Right,"['RB', 'RW']",31,"172cm / 5'8""",73kg / 161lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.69,77.476
251537,Gary Magnée,Left Midfielder,Cercle Brugge,1A Pro League,Belgium,70,Right,"['RM', 'RB', 'LB']",26,"175cm / 5'9""",67kg / 148lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.91,77.464
235047,Jonathan Menéndez,Right Midfielder,San Martín,LPF,Argentina,70,Right,"['LM', 'RW']",32,"166cm / 5'5""",62kg / 137lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.91,77.464
245155,Mohammed Kudus,Right Winger,Spurs,Premier League,Ghana,80,Left,"['LW', 'ST', 'RM']",25,"177cm / 5'10""",70kg / 154lb,Winger,Wide Midfielder,Flexible Position 1,69.59516545734337,80.16,77.46279136433584
241474,Jón Dagur Þorsteinsson,Left Midfielder,Hertha BSC,Bundesliga 2,Iceland,69,Right,"['LW', 'ST']",27,"177cm / 5'10""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.76,77.45400000000001
231886,Alex Muyl,Right Midfielder,Nashville SC,MLS,United States,68,Right,"['RB', 'CM']",30,"180cm / 5'11""",79kg / 174lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.63,77.452
209409,Manuel Marras,Right Midfielder,Reggiana,Serie BKT,Italy,68,Left,['RW'],32,"168cm / 5'6""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.63,77.452
232709,Damian Batallini,Right Midfielder,Bolívar,Libertadores,Argentina,71,Right,"['LM', 'RW']",29,"176cm / 5'9""",77kg / 170lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.0,77.45
264110,Javi Llabrés,Left Midfielder,RCD Mallorca,LALIGA EA SPORTS,Spain,69,Right,['LW'],23,"174cm / 5'9""",67kg / 148lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.75,77.45
274270,Rui Modesto,Right Midfielder,Udinese,Serie A Enilive,Angola,69,Right,"['RB', 'RW']",26,"181cm / 5'11""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.72,77.438
256383,Sebastian Tounekti,Left Midfielder,Celtic,Scottish Prem,Tunisia,69,Right,['LW'],23,"170cm / 5'7""",68kg / 150lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.72,77.438
250946,Jannik Rochelt,Left Midfielder,Hannover 96,Bundesliga 2,Germany,68,Right,"['CAM', 'LW']",27,"183cm / 6'0""",77kg / 170lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.59,77.436
263522,Jeremy Sarmiento,Left Midfielder,Cremonese,Serie A Enilive,Ecuador,70,Right,"['CAM', 'LW']",23,"178cm / 5'10""",73kg / 161lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.8,77.42
230638,Jhon Vásquez,Right Midfielder,Bucaramanga,Libertadores,Colombia,69,Right,"['ST', 'RW']",31,"176cm / 5'9""",84kg / 185lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.67,77.418
225699,Anuar,Right Midfielder,AD Ceuta FC,LALIGA HYPERMOTION,Morocco,69,Right,"['LM', 'CM', 'RB']",31,"174cm / 5'9""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.66,77.414
240211,Gaspar Gentile,Left Midfielder,Alianza Lima,Libertadores,Argentina,70,Right,"['ST', 'LW']",31,"183cm / 6'0""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.78,77.412
251831,Diego García,Left Midfielder,Peñarol,Libertadores,Uruguay,70,Right,"['LW', 'CAM']",29,"169cm / 5'7""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.75999999999999,77.404
276712,Camiel Neghli,Right Midfielder,Millwall,EFL Championship,Algeria,68,Left,['RW'],24,"179cm / 5'10""",73kg / 161lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.5,77.4
252936,Alexis Flips,Left Midfielder,RSC Anderlecht,1A Pro League,France,70,Right,"['CAM', 'RM', 'LW']",26,"173cm / 5'8""",65kg / 143lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.74,77.396
263397,Alan Minda,Right Midfielder,Cercle Brugge,1A Pro League,Ecuador,70,Right,"['CAM', 'ST', 'RW']",22,"171cm / 5'7""",67kg / 148lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.73,77.392
253036,Nathanaël Mbuku,Right Midfielder,Montpellier,Ligue 2 BKT,Congo DR,70,Left,"['ST', 'RW']",24,"170cm / 5'7""",68kg / 150lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.72,77.388
231530,José Arnáiz,Left Midfielder,Granada CF,LALIGA HYPERMOTION,Spain,70,Right,"['ST', 'LW']",30,"173cm / 5'8""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.71,77.384
216547,Rafa,Attacking Midfielder,Beşiktaş,Trendyol Süper Lig,Portugal,82,Right,"['ST', 'LM']",32,"172cm / 5'8""",66kg / 146lb,Attacking Midfielder,Wide Midfielder,Flexible Position 1,61.89672194091148,83.02,77.38218048522788
232067,Neri Bandiera,Left Midfielder,Atlético Grau,Sudamericana,Argentina,69,Right,"['ST', 'RM', 'LW']",36,"172cm / 5'8""",65kg / 143lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.56,77.374
273905,Alan Sosa,Left Midfielder,Gimnasia,LPF,Argentina,68,Left,"['RM', 'LW']",22,"183cm / 6'0""",78kg / 172lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.42999999999999,77.372
268738,Marius Broholm,Right Midfielder,LOSC Lille,Ligue 1 McDonald's,Norway,69,Left,['RW'],21,"176cm / 5'9""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.55,77.37
257063,Tyrhys Dolan,Right Midfielder,RCD Espanyol,LALIGA EA SPORTS,England,69,Right,"['CAM', 'LM', 'RW']",24,"164cm / 5'5""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.53999999999999,77.366
254796,Noni Madueke,Right Winger,Arsenal,Premier League,England,80,Left,['RM'],24,"182cm / 6'0""",75kg / 165lb,Winger,Wide Midfielder,Flexible Position 1,69.0449555268374,80.24,77.35723888170935
237310,Demetri Mitchell,Left Midfielder,Leyton Orient,EFL League One,Jamaica,68,Left,"['CAM', 'LW']",29,"176cm / 5'9""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.38,77.352
266433,Anton Kade,Right Midfielder,FC Augsburg,Bundesliga,Germany,70,Right,"['LM', 'RB', 'RW']",22,"185cm / 6'1""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.62,77.348
225811,Marlos Moreno,Left Midfielder,Atl. Nacional,Libertadores,Colombia,68,Right,"['RM', 'LW']",29,"171cm / 5'7""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.37,77.348
219595,Déinner Quiñones,Right Midfielder,Once Caldas,Sudamericana,Colombia,68,Left,"['LM', 'RW']",30,"173cm / 5'8""",79kg / 174lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.36,77.344
277269,Adrián Liso,Left Midfielder,Getafe CF,LALIGA EA SPORTS,Spain,69,Left,"['ST', 'LW']",21,"182cm / 6'0""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.43,77.322
262217,Marten Winkler,Right Midfielder,Hertha BSC,Bundesliga 2,Germany,68,Left,"['LM', 'RW']",23,"184cm / 6'0""",78kg / 172lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.3,77.32
208919,Ryan Gauld,Left Winger,Whitecaps FC,MLS,Scotland,78,Left,"['ST', 'RW', 'LM']",30,"169cm / 5'7""",62kg / 137lb,Winger,Wide Midfielder,Flexible Position 1,69.2405991047353,81.75,77.31014977618382
278025,André Luiz,Right Midfielder,Rio Ave FC,Liga Portugal,Brazil,69,Left,"['RW', 'LW']",24,"185cm / 6'1""",79kg / 174lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.35,77.28999999999999
246276,Joaquín,Left Midfielder,Málaga CF,LALIGA HYPERMOTION,Spain,69,Left,"['ST', 'LW']",27,"173cm / 5'8""",60kg / 132lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.32,77.27799999999999
230912,Paolo Ghiglione,Right Midfielder,Padova,Serie BKT,Italy,69,Right,"['RB', 'RW']",29,"187cm / 6'2""",80kg / 176lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.28,77.262
263502,Franco Zapiola,Left Midfielder,Platense,LPF,Argentina,70,Left,"['CM', 'LW']",25,"176cm / 5'9""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.37,77.248
246847,Mark Sykes,Right Midfielder,Bristol City,EFL Championship,Republic of Ireland,69,Right,"['RW', 'RB']",28,"182cm / 6'0""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.24,77.246
269159,Myron van Brederode,Left Midfielder,AZ,Eredivisie,Holland,70,Right,['LW'],22,"175cm / 5'9""",58kg / 128lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.35,77.24
270379,Abu Kamara,Right Midfielder,Getafe CF,LALIGA EA SPORTS,England,68,Left,"['RW', 'LM']",22,"186cm / 6'1""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.07,77.228
266270,Aaron Ramsey,Left Midfielder,Leicester City,EFL Championship,England,70,Right,"['CAM', 'LW']",23,"181cm / 5'11""",73kg / 161lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.31,77.224
267392,Sebastián Medina,Left Midfielder,Tigre,LPF,Argentina,68,Left,['LB'],26,"178cm / 5'10""",67kg / 148lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.05,77.22
260645,Albion Ademi,Left Midfielder,Tianjin JMT FC,CSL,Albania,69,Right,"['RM', 'CM', 'LW']",27,"173cm / 5'8""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.16,77.214
80376,Rio Ngumoha,Left Midfielder,Liverpool,Premier League,England,68,Right,['LW'],17,"170cm / 5'7""",68kg / 150lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,71.02,77.208
72754,Luis Guilherme,Right Midfielder,West Ham,Premier League,Brazil,71,Left,"['LM', 'CAM', 'RW']",20,"175cm / 5'9""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,68.36,77.194
259054,Tiago Morais,Left Midfielder,Casa Pia AC,Liga Portugal,Portugal,69,Right,['LW'],22,"168cm / 5'6""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.05,77.17
70427,Franck Surdez,Left Midfielder,KAA Gent,1A Pro League,Switzerland,69,Right,"['CAM', 'ST', 'LW']",23,"188cm / 6'2""",68kg / 150lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.01,77.154
72890,Kenneth Mamah,Right Midfielder,CD Castellón,LALIGA HYPERMOTION,Nigeria,68,Right,['RB'],27,"182cm / 6'0""",75kg / 165lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.86,77.144
272990,Braian Oyola,Left Midfielder,Barcelona SC,Libertadores,Argentina,69,Left,"['RM', 'CAM', 'LW']",29,"156cm / 5'1""",56kg / 123lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.93,77.122
246009,Marco Tilio,Right Midfielder,SK Rapid,Ö. Bundesliga,Australia,68,Left,"['LM', 'RW']",24,"163cm / 5'4""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.8,77.12
269913,Kerwin Vargas,Left Midfielder,Charlotte FC,MLS,Colombia,68,Right,"['RM', 'LW']",24,"180cm / 5'11""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.8,77.12
258817,Juan Manuel Gutiérrez,Left Midfielder,Defensa,LPF,Uruguay,69,Right,"['CAM', 'ST', 'LW']",24,"173cm / 5'8""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.89,77.106
70005,Anthony Bermont,Left Midfielder,RC Lens,Ligue 1 McDonald's,France,68,Right,"['RM', 'LB']",21,"176cm / 5'9""",63kg / 139lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.72,77.088
231125,Liberto Beltrán,Left Midfielder,SD Huesca,LALIGA HYPERMOTION,Spain,68,Left,['LW'],29,"172cm / 5'8""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.69,77.076
230864,Corey Blackett-Taylor,Left Midfielder,Derby County,EFL Championship,England,68,Right,['LW'],28,"183cm / 6'0""",67kg / 148lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.66,77.064
237993,Jonás Acevedo,Right Midfielder,Instituto,LPF,Argentina,69,Left,"['LM', 'RW']",29,"172cm / 5'8""",70kg / 154lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.77,77.05799999999999
246959,Lubambo Musonda,Right Midfielder,1. FC Magdeburg,Bundesliga 2,Zambia,68,Right,"['LB', 'CAM', 'RB']",31,"171cm / 5'7""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.64,77.056
239458,Bozhidar Kraev,Left Midfielder,WS Wanderers,A-League,Bulgaria,69,Right,"['CAM', 'RM', 'LW']",28,"186cm / 6'1""",80kg / 176lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.76,77.054
238196,Arnór Sigurðsson,Left Midfielder,Malmö FF,Allsvenskan,Iceland,69,Right,['LW'],26,"177cm / 5'10""",75kg / 165lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.73,77.042
262978,Tom Zimmerschied,Left Midfielder,SV Elversberg,Bundesliga 2,Germany,69,Right,['LW'],27,"180cm / 5'11""",69kg / 152lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.73,77.042
211672,Tyler Boyd,Right Midfielder,Nashville SC,MLS,United States,68,Right,"['LM', 'RW']",31,"183cm / 6'0""",66kg / 146lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.59,77.036
210386,Kristoffer Peterson,Left Midfielder,Fortuna Sittard,Eredivisie,Sweden,69,Right,"['RM', 'LW']",31,"185cm / 6'1""",78kg / 172lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.7,77.03
266673,Óscar Cortés,Left Midfielder,R. Sporting,LALIGA HYPERMOTION,Colombia,70,Right,['LW'],22,"178cm / 5'10""",76kg / 168lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,68.8,77.02
211365,Eirik Hestad,Right Midfielder,Molde FK,Eliteserien,Norway,69,Left,"['CM', 'CAM', 'RW']",30,"183cm / 6'0""",75kg / 165lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.66,77.014
258758,Theo Corbeanu,Left Midfielder,Toronto FC,MLS,Canada,68,Left,"['RM', 'LW']",23,"190cm / 6'3""",83kg / 183lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.52,77.008
264159,Iker Benito,Left Midfielder,CA Osasuna,LALIGA EA SPORTS,Spain,69,Right,"['RM', 'LB', 'LW']",23,"176cm / 5'9""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.64,77.006
266011,Tim Rossmann,Left Midfielder,Düsseldorf,Bundesliga 2,Germany,68,Left,"['LW', 'ST']",22,"183cm / 6'0""",73kg / 161lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.49,76.996
276309,Antoine Larose,Right Midfielder,FC Annecy,Ligue 2 BKT,France,69,Left,['RW'],33,"182cm / 6'0""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.61,76.994
219774,Sebas Moyano,Left Midfielder,Real Zaragoza,LALIGA HYPERMOTION,Spain,69,Right,"['RM', 'LW']",29,"173cm / 5'8""",71kg / 157lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.6,76.99
232861,Kota Mizunuma,Right Midfielder,Newcastle Jets,A-League,Japan,69,Right,['RW'],36,"176cm / 5'9""",72kg / 159lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,69.58,76.982
271511,Derensili Sanches Fernandes,Right Midfielder,Excelsior,Eredivisie,Holland,68,Left,['RW'],24,"178cm / 5'10""",74kg / 163lb,Wide Midfielder,Wide Midfielder,Official Position,100.0,70.45,76.98
